===== DIFFUSION TRAIN STARTED AT Thu Jul  2 11:03:13 CEST 2026 =====
device=cuda out_dir=runs/diu_6792271 steps=50000 batch=128 lr=0.0002
building fixed validation set ...
step      0 | huber 0.0116 | lr 2.00e-07 | 0.4 it/s
step  37000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  37900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  38000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 38000 | EMA avg NMSE -6.78 dB (step1 -20.10, step10 -3.24)
step  38100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  38200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  38300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  38400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  38500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  38600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  38700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  38800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  38900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  39300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39500 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  39600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  39900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  40000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
  [eval] step 40000 | EMA avg NMSE -6.89 dB (step1 -20.29, step10 -3.36)
step  40100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  40200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  40300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  40400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  40500 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  40600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  40700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  40800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  40900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  41000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  41100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  41200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  41300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  41400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  41500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  41600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  41700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  41800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  41900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  42000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 42000 | EMA avg NMSE -6.95 dB (step1 -20.45, step10 -3.38)
step  42100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  42200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  42300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  42400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  42500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  42600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  42700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  42800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  42900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  43200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  43300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  43400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  43900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
  [eval] step 44000 | EMA avg NMSE -7.01 dB (step1 -20.58, step10 -3.43)
step  44100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  44700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  44800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  44900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  45000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  45600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  45700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  45800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  45900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  46000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
  [eval] step 46000 | EMA avg NMSE -7.12 dB (step1 -20.75, step10 -3.54)
step  46100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46500 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  46800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  46900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47000 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  47400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  47500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  47600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  47700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  47900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  48000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 48000 | EMA avg NMSE -7.23 dB (step1 -20.87, step10 -3.64)
step  48100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  48200 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  48300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  48400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  48500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  48600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  48700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  48800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  48900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  49600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  49700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  49800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  49900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
done. best avg NMSE -7.23 dB. checkpoints in runs/diu_6792271
===== DIFFUSION TRAIN FINISHED AT Thu Jul  2 16:54:46 CEST 2026 =====
